doc_document_id,doc_article_url,doc_title,doc_published_at,doc_published_date,doc_user_added,doc_user_analysis,doc_dexter_url,doc_country,doc_item_num,doc_medium,doc_medium_type,doc_medium_group,doc_parent_org,doc_topic,doc_topic_group,doc_origin,doc_origin_group,doc_author_name,doc_author_type,doc_analysis_nature,doc_flagged,doc_flag_notes,source_source_type,source_source_name,source_gender,source_race,source_source_age,source_affiliation,source_affiliation_code,source_affiliation_group,source_affiliation_group_code,source_function,source_role,source_quoted,source_photographed,source_document_source_id
59497,http://mg.co.za/article/2014-12-17-zuma-denies-links-to-sars-suspensions,Zuma denies links to Sars suspensions,41990.27708,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59497,South Africa,,M&G,print - weekly,M&G,M&G,,,,,Sapa,Agency,anchor,,,person,Helen Zille,Female,White,,Western Cape Provincial Government,2.9,Provincial Government,2,,,quoted,,84432
59509,http://www.iol.co.za/lady-selbourne-new-lease-of-life-1.1796625,Lady Selbourne: new lease of life,41990.66528,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59509,South Africa,,IOL,online,IOL,IOL,,,,,KENNEDY MUDZULI,Journalist,anchor,,,person,David Makhura,Male,Black,,Gauteng Provincial Government,2.3,Provincial Government,2,,,quoted,,84445
59509,http://www.iol.co.za/lady-selbourne-new-lease-of-life-1.1796625,Lady Selbourne: new lease of life,41990.66528,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59509,South Africa,,IOL,online,IOL,IOL,,,,,KENNEDY MUDZULI,Journalist,anchor,,,person,Jacob Mamabolo,Male,Black,,Gauteng Provincial Government,2.3,Provincial Government,2,,,quoted,,84446
59566,http://citizen.co.za/295048/mec-condemns-dube-clan-leader-killing/,MEC condemns Dube clan leader killing,41990.49583,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59566,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Sapa,Agency,anchor,,,person,Thembeka Mchunu,Female,,,KwaZulu-Natal Provincial Government,2.4,Provincial Government,2,,,quoted,,84493
59818,http://www.citypress.co.za/news/phumulo-masualle-upbeat-2015,"Masualle upbeat for 2015 in classrooms, council chambers",41990.63403,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59818,South Africa,,City Press,print - weekly,City Press,City Press,,,,,Lubabalo Ngcukana,Journalist,anchor,,,person,Phumulo Masualle,Male,Black,,Eastern Cape Provincial Government,2.1,Provincial Government,2,,,quoted,,84711
59908,http://www.news24.com/SouthAfrica/News/Fear-xenophobia-behind-KZN-attacks-20141216,Fear xenophobia behind KZN attacks,41989.67778,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59908,South Africa,,News24,online,News24,News24,,,,,Sapa,Agency,anchor,,,person,Willies Mchunu,Male,Black,,KwaZulu-Natal Provincial Government,2.4,Provincial Government,2,,,quoted,,84772
60072,http://www.dispatchlive.co.za/news/siu-called-in-to-probe-ec-sex-for-jobs-scandal,SIU called in to probe EC sex for jobs scandal,41991,2014/12/18,,,https://mma-dexter.code4sa.org/articles/60072,South Africa,,Daily Dispatch,print - daily,Daily Dispatch,Daily Dispatch,,,,,Mphumzi Zuzile,Journalist,anchor,,,person,Phumulo Masualle,Male,Black,,Eastern Cape Provincial Government,2.1,Provincial Government,2,,,quoted,,84905
60224,http://www.iol.co.za/drugs-ammo-guns-seized-in-w-cape-blitz-1.1796110,"Drugs, ammo, guns seized in W Cape blitz",41989.54444,2014/12/16,,,https://mma-dexter.code4sa.org/articles/60224,South Africa,,IOL,online,IOL,IOL,,,,,Staff Reporters,Journalist,anchor,,,person,JP Smith,Male,White,,Western Cape Provincial Government,2.9,Provincial Government,2,,,quoted,,85006
60265,http://www.sabc.co.za/news/a/044a1900469e182194439786360cdfff/RAF-owes-clean-audits-to-turnaround-strategy-20141912,RAF owes clean audits to turnaround strategy,41992.46528,2014/12/19,,,https://mma-dexter.code4sa.org/articles/60265,South Africa,,SABC News,online,SABC News,SABC,,,,,SABC,Journalist,anchor,,,person,Eugene Watson,Male,Black,,Limpopo Provincial Government,2.5,Provincial Government,2,,,quoted,,85035
60304,http://www.sabc.co.za/news/a/66a30c00469798e484f9be8c3c6d57d4/Officials-worried-by-overloaded-vehicles-near-Beit-Bridge-20141712,Officials worried by overloaded vehicles near Beit Bridge,41993.05428,2014/12/20,,,https://mma-dexter.code4sa.org/articles/60304,South Africa,,SABC News,online,SABC News,SABC,,,,,Unknown,Unknown,anchor,,,person,Joseph Mabuza,Male,Black,,Mpumalanga Provincial Government,2.6,Provincial Government,2,,,quoted,,85058
60329,"http://www.sabc.co.za/news/a/a3915f80469f4301a328fb36c8191a9f/RAF-experiencing-shortfalls,-delays-due-to-increased-accident-claims-20141912","RAF experiencing shortfalls, delays due to increased accident claims",41993.13573,2014/12/20,,,https://mma-dexter.code4sa.org/articles/60329,South Africa,,SABC News,online,SABC News,SABC,,,,,Unknown,Unknown,anchor,,,person,Eugene Watson,Male,Black,,Limpopo Provincial Government,2.5,Provincial Government,2,,,quoted,,85075
60357,http://www.enca.com/south-africa/dube-clan-leader-killing-condemned-mec,Dube clan leader killing condemned by MEC,41990.52223,2014/12/17,,,https://mma-dexter.code4sa.org/articles/60357,South Africa,,eNCA Online,online,eNCA Online,eNCA,,,,,Unknown,Unknown,anchor,,,person,Thembeka Mchunu,Female,,,KwaZulu-Natal Provincial Government,2.4,Provincial Government,2,,,quoted,,85101
60366,http://www.sabc.co.za/news/a/044a1900469e182194439786360cdfff/RAF-owes-clean-audits-to-turnaround-strategy,RAF owes clean audits to turnaround strategy,41992.46528,2014/12/19,,,https://mma-dexter.code4sa.org/articles/60366,South Africa,,SABC News,online,SABC News,SABC,,,,,SABC,Journalist,anchor,,,person,Eugene Watson,Male,Black,,Limpopo Provincial Government,2.5,Provincial Government,2,,,quoted,,85107
60368,http://www.iol.co.za/capetimes/zille-pope-should-know-better-1.1795990,Zille: Pope should know better,41989.25,2014/12/16,,,https://mma-dexter.code4sa.org/articles/60368,South Africa,,Cape Times,print - daily,Cape Times,Cape Times,,,,,Unknown,Unknown,anchor,,,person,Helen Zille,Female,White,,Western Cape Provincial Government,2.9,Provincial Government,2,,,quoted,,85111
60450,http://www.iol.co.za/news/politics/anti-mchunu-camp-emerges-in-kzn-1.1797288,Anti-Mchunu camp emerges in KZN,41992.38542,2014/12/19,,,https://mma-dexter.code4sa.org/articles/60450,South Africa,,IOL,online,IOL,IOL,,,,,Bongani Hans,Journalist,anchor,,,person,Senzo Mchunu,Male,Black,,KwaZulu-Natal Provincial Government,2.4,Provincial Government,2,,,quoted,,85175
60453,http://www.news24.com/SouthAfrica/News/Presidency-denies-Zuma-link-to-Sars-suspensions-20141216,Presidency denies Zuma link to Sars suspensions,41989.91736,2014/12/16,,,https://mma-dexter.code4sa.org/articles/60453,South Africa,,News24,online,News24,News24,,,,,Sapa,Agency,anchor,,,person,Helen Zille,Female,White,,Western Cape Provincial Government,2.9,Provincial Government,2,,,quoted,,85177
60486,"http://www.sabc.co.za/news/a/91d19100469af13b85acaf1bddfdca43/Judgment-expected-in-SARS,-Pillay-case-20141812","Judgment expected in SARS, Pillay case",41991.33333,2014/12/18,,,https://mma-dexter.code4sa.org/articles/60486,South Africa,,SABC News,online,SABC News,SABC,,,,,SABC,Journalist,anchor,,,person,Helen Zille,Female,White,,Western Cape Provincial Government,2.9,Provincial Government,2,,,quoted,,85202
60536,http://mg.co.za/article/2014-12-19-2014-a-turbulent-year-in-politics,2014: A turbulent year in SA politics,41992.44167,2014/12/19,,,https://mma-dexter.code4sa.org/articles/60536,South Africa,,M&G,print - weekly,M&G,M&G,,,,,Africa Check (Author),Journalist,anchor,,,person,Helen Zille,Female,White,,Western Cape Provincial Government,2.9,Provincial Government,2,,,quoted,,85235
60566,http://citizen.co.za/296915/118-left-homeless-cape-town-fire/,118 left homeless after Cape Town fire,41993.60903,2014/12/20,,,https://mma-dexter.code4sa.org/articles/60566,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Sapa,Agency,anchor,,,person,Wilfred Solomons-Johannes,Male,White,,Western Cape Provincial Government,2.9,Provincial Government,2,,,quoted,,85264
60576,http://www.iol.co.za/anti-mchunu-camp-emerges-in-kzn-1.1797288,Anti-Mchunu camp emerges in KZN,41992.38542,2014/12/19,,,https://mma-dexter.code4sa.org/articles/60576,South Africa,,IOL,online,IOL,IOL,,,,,Bongani Hans,Journalist,anchor,,,person,Senzo Mchunu,Male,Black,,KwaZulu-Natal Provincial Government,2.4,Provincial Government,2,,,quoted,,85273
60604,http://www.sabc.co.za/news/a/4d91878046a26a19bc4cbf883b554d2f/30-killed-on-Mpumalanga-roads-so-far,30 killed on Mpumalanga roads so far,41993.76597,2014/12/20,,,https://mma-dexter.code4sa.org/articles/60604,South Africa,,SABC News,online,SABC News,SABC,,,,,SABC,Journalist,anchor,,,person,Joseph Mabuza,Male,Black,,Mpumalanga Provincial Government,2.6,Provincial Government,2,,,quoted,,85294
60687,http://www.iol.co.za/shocking-road-safety-plan-1.1797286,Shocking road safety plan,41992.38542,2014/12/19,,,https://mma-dexter.code4sa.org/articles/60687,South Africa,,IOL,online,IOL,IOL,,,,,Tebogo Monama,Journalist,anchor,,,person,Thapelo  Moiloa,Male,Black,,Gauteng Provincial Government,2.3,Provincial Government,2,,,quoted,,85357
60727,http://www.iol.co.za/ctn-fires-leave-hundreds-homeless-1.1797773,CTN fires leave hundreds homeless,41993.67917,2014/12/20,,,https://mma-dexter.code4sa.org/articles/60727,South Africa,,IOL,online,IOL,IOL,,,,,Unknown,Unknown,anchor,,,person,Wilfred Solomons-Johannes,Male,White,,Western Cape Provincial Government,2.9,Provincial Government,2,,,quoted,,85383
59466,http://citizen.co.za/295254/ekurhuleni-metro-welcomes-talks-alternative-burial-methods/,Ekurhuleni metro welcomes talks on alternative burial methods,41990.6125,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59466,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Sapa,Agency,anchor,,,person,Themba Radebe,Male,Black,,Ekurhuleni Municipality,3.19,Local Government,3,,,quoted,,84405
59506,http://citizen.co.za/294920/child-5-electrocuted-illegal-power-connection/,Child (5) electrocuted by illegal power connection,41990.40139,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59506,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,CNS Reporter/Stephen Selaluke,Journalist,anchor,,,person,Louis Pieterse,Male,White,,Ekurhuleni Municipality,3.19,Local Government,3,,,quoted,,84438
59547,http://www.iol.co.za/news/south-africa/gauteng/grave-situation-in-ekurhuleni-1.1796587,Grave situation in Ekurhuleni,41990.61319,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59547,South Africa,,IOL,online,IOL,IOL,,,,,Adam Wakefield,Journalist,anchor,,,person,Themba Radebe,Male,Black,,Ekurhuleni Municipality,3.19,Local Government,3,,,quoted,,84484
59746,http://www.iol.co.za/news/south-africa/kwazulu-natal/holiday-crowds-hit-durban-s-beaches-1.1796352,Holiday crowds hit Durban s beaches,41990.42361,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59746,South Africa,,IOL,online,IOL,IOL,,,,,Bongani Hans,Journalist,anchor,,,person,James Nxumalo,Male,Black,,Ethekwini Metropolitan Municipality,3.24,Local Government,3,,,quoted,,84650
59953,http://www.iol.co.za/holiday-crowds-hit-durban-s-beaches-1.1796352,Holiday crowds hit Durban s beaches,41990.42361,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59953,South Africa,,IOL,online,IOL,IOL,,,,,Bongani Hans,Journalist,anchor,,,person,James Nxumalo,Male,Black,,Ethekwini Metropolitan Municipality,3.24,Local Government,3,,,quoted,,84817
60501,http://www.iol.co.za/grave-situation-in-ekurhuleni-1.1796587,Grave situation in Ekurhuleni,41990.61319,2014/12/17,,,https://mma-dexter.code4sa.org/articles/60501,South Africa,,IOL,online,IOL,IOL,,,,,Adam Wakefield,Journalist,anchor,,,person,Themba Radebe,Male,Black,,Ekurhuleni Municipality,3.19,Local Government,3,,,quoted,,85211
60600,http://citizen.co.za/291331/ethekwini-ancyl-leaders-ditch-candidate/,Ethekwini ANCYL leaders ditch candidate,41993.92728,2014/12/20,,,https://mma-dexter.code4sa.org/articles/60600,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Unknown,Unknown,anchor,,,person,James Nxumalo,Male,Black,,Ethekwini Metropolitan Municipality,3.24,Local Government,3,,,quoted,,85290
60696,http://www.news24.com/SouthAfrica/News/Ekurhuleni-facing-grave-problem-20141217,Ekurhuleni facing grave problem,41990.86944,2014/12/17,,,https://mma-dexter.code4sa.org/articles/60696,South Africa,,News24,online,News24,News24,,,,,Sapa,Agency,anchor,,,person,Themba Radebe,Male,Black,,Ekurhuleni Municipality,3.19,Local Government,3,,,quoted,,85360
59130,http://citizen.co.za/293658/id-far-rather-have-a-bad-anc-than-a-good-eff/,I'd far rather have a bad ANC than a good EFF,41989.45644,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59130,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Unknown,Unknown,anchor,,,person,Julius Malema,Male,Black,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84147
59140,http://mg.co.za/article/2014-12-16-00-eff-set-to-form-womens-and-youth-command,EFF set to form structures for women and youth,41989,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59140,South Africa,,M&G,print - weekly,M&G,M&G,,,,,Matuma Letsoalo,Journalist,anchor,,,person,Julius Malema,Male,Black,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84153
59140,http://mg.co.za/article/2014-12-16-00-eff-set-to-form-womens-and-youth-command,EFF set to form structures for women and youth,41989,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59140,South Africa,,M&G,print - weekly,M&G,M&G,,,,,Matuma Letsoalo,Journalist,anchor,,,person,Godrich Gardee,Male,,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84154
59147,http://citizen.co.za/294387/calm-storm-eff-conference/,The calm after the storm at the EFF conference,41989.4625,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59147,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Ngwako Modjadji,Journalist,anchor,,,person,Julius Malema,Male,Black,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84161
59206,http://citizen.co.za/293318/beware-attention-seekers-says-malema/,"Beware of attention seekers, says Malema",41989.68966,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59206,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Unknown,Unknown,anchor,,,person,Julius Malema,Male,Black,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84211
59216,http://www.news24.com/SouthAfrica/Politics/Angry-EFF-delegates-walk-out-own-conference-PH-20141216,EFF back in assembly after day of disruption,41989.39861,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59216,South Africa,,News24,online,News24,News24,,,,,Sapa,Agency,anchor,,,person,Julius Malema,Male,Black,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84222
59216,http://www.news24.com/SouthAfrica/Politics/Angry-EFF-delegates-walk-out-own-conference-PH-20141216,EFF back in assembly after day of disruption,41989.39861,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59216,South Africa,,News24,online,News24,News24,,,,,Sapa,Agency,anchor,,,person,Andile Mngxitama,Male,Black,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84223
59256,http://www.iol.co.za/autralia-mourns-hostages-killed-in-siege-1.1796031,Autralia mourns hostages killed in siege,41989.41875,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59256,South Africa,,IOL,online,IOL,IOL,,,,,Madeleine Coorey,Journalist,anchor,,,person,Tim Harris,Male,White,,Democratic Alliance/Demokratiese Alliansie - DA,4.8,Political Parties,4,,,quoted,,84257
59301,http://citizen.co.za/294323/malema-liar-eff-delegate/,Malema is a liar EFF delegate,41989,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59301,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Unknown,Unknown,anchor,,,person,Julius Malema,Male,Black,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84284
59301,http://citizen.co.za/294323/malema-liar-eff-delegate/,Malema is a liar EFF delegate,41989,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59301,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Unknown,Unknown,anchor,,,person,Andile Mngxitama,Male,Black,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84285
59336,http://www.news24.com/SouthAfrica/Politics/EFF-stood-the-test-of-time-Mpofu-20141216,EFF stood the test of time - Mpofu,41989.5125,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59336,South Africa,,News24,online,News24,News24,,,,,Sapa,Agency,anchor,,,person,Dali Mpofu,Male,Black,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84308
59338,http://www.enca.com/south-africa/eff-conference-disciplined-affair,EFF conference a disciplined affair,41989.31935,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59338,South Africa,,eNCA Online,online,eNCA Online,eNCA,,,,,Unknown,Unknown,anchor,,,person,Julius Malema,Male,Black,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84309
59383,http://mg.co.za/article/2014-12-16-billions-lost-through-illegal-outflows,R147bn lost through money illegally leaving SA,41989.55625,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59383,South Africa,,M&G,print - weekly,M&G,M&G,,,,,Sarah Evans,Journalist,anchor,,,person,Blade Nzimande,Male,Black,,South African Communist Party - SACP,4.23,Political Parties,4,,,quoted,,84338
59417,http://www.iol.co.za/news/special-features/anger-at-nominations-halts-eff-conference-1.1796020,Anger at nominations halts EFF conference,41989.36389,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59417,South Africa,,IOL,online,IOL,IOL,,,,,Sapa,Agency,anchor,,,person,Julius Malema,Male,Black,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84361
59417,http://www.iol.co.za/news/special-features/anger-at-nominations-halts-eff-conference-1.1796020,Anger at nominations halts EFF conference,41989.36389,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59417,South Africa,,IOL,online,IOL,IOL,,,,,Sapa,Agency,anchor,,,person,Andile Mngxitama,Male,Black,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84362
59444,http://www.citypress.co.za/news/declare-load-shedding-national-crisis-da,Declare load shedding a national crisis DA,41989.82847,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59444,South Africa,,City Press,print - weekly,City Press,City Press,,,,,"diesel shortages, and maintenance issues. - Sapa",Journalist,anchor,,,person,Natasha Michaels,Female,,,Democratic Alliance/Demokratiese Alliansie - DA,4.8,Political Parties,4,,,quoted,,84383
59454,http://www.iol.co.za/move-to-block-winnie-s-will-challenge-1.1796104,Move to block Winnie s will challenge,41989.25069,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59454,South Africa,,IOL,online,IOL,IOL,,,,,Staff Writer and Sapa,Journalist,anchor,,,person,Winnie Madikizela-Mandela,Female,Black,,African National Congress - ANC,4.3,Political Parties,4,,,quoted,,84393
59462,http://www.sabc.co.za/news/a/4c5e16804697979cae53ae1f5001c092/DA-wants-clarity-from-Ramaphosa-on-load-shedding-threat,DA wants clarity from Ramaphosa on load-shedding threat,41990.27083,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59462,South Africa,,SABC News,online,SABC News,SABC,,,,,Noma Bolani,Journalist,anchor,,,person,Natasha Michaels,Female,,,Democratic Alliance/Demokratiese Alliansie - DA,4.8,Political Parties,4,,,quoted,,84401
59527,http://www.news24.com/SouthAfrica/Politics/ANC-preparing-for-return-of-EFF-members-20141217,ANC preparing for return of EFF members,41990.66042,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59527,South Africa,,News24,online,News24,News24,,,,,Sapa,Agency,anchor,,,person,Julius Malema,Male,Black,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84466
59527,http://www.news24.com/SouthAfrica/Politics/ANC-preparing-for-return-of-EFF-members-20141217,ANC preparing for return of EFF members,41990.66042,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59527,South Africa,,News24,online,News24,News24,,,,,Sapa,Agency,anchor,,,person,Zizi Kodwa,Male,Black,,African National Congress - ANC,4.3,Political Parties,4,,,quoted,,84467
59531,http://www.iol.co.za/eff-has-stood-the-test-of-time-mpofu-1.1796147,EFF has stood the test of time: Mpofu,41989.65556,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59531,South Africa,,IOL,online,IOL,IOL,,,,,Getrude Makhafola,Journalist,anchor,,,person,Dali Mpofu,Male,Black,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84473
59573,http://www.sabc.co.za/news/a/21d3a2004698415f8b19bb8c3c6d57d4/Manhunt-underway-after-attempted-robbery-in-Maponya-mall-20141712,Manhunt underway after attempted robbery in Maponya mall,41990.9355,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59573,South Africa,,SABC News,online,SABC News,SABC,,,,,Unknown,Unknown,anchor,,,person,Makhubela,Male,,,Congress of the People - Cope,4.7,Political Parties,4,,,quoted,,84496
59588,http://www.iol.co.za/news/politics/i-m-no-jobs-for-pals-cadre-says-harris-1.1796572,"I m no jobs for pals cadre, says Harris",41990.58542,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59588,South Africa,,IOL,online,IOL,IOL,,,,,JAN CRONJE,Journalist,anchor,,,person,Tim Harris,Male,White,,Democratic Alliance/Demokratiese Alliansie - DA,4.8,Political Parties,4,,,quoted,,84506
59608,http://citizen.co.za/291721/eff-mp-floyd-shivambu-graduates-wits-video/,EFF MP Floyd Shivambu graduates from Wits (video),41990,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59608,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Unknown,Unknown,anchor,,,person,Floyd Shivambu,Male,Black,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84524
59636,http://www.iol.co.za/malema-s-vision-of-a-revolutionary-path-1.1796258,Malema s vision of a revolutionary path,41990.36736,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59636,South Africa,,IOL,online,IOL,IOL,,,,,Lebogang Seale,Journalist,anchor,,,person,Julius Malema,Male,Black,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84544
59647,http://www.iol.co.za/parties-pleased-about-tshabalala-s-resignation-1.1796650,Parties pleased about Tshabalala s resignation,41990.73403,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59647,South Africa,,IOL,online,IOL,IOL,,,,,Sapa,Agency,anchor,,,person,Gavin Davis,Male,White,,Democratic Alliance/Demokratiese Alliansie - DA,4.8,Political Parties,4,,,quoted,,84550
59647,http://www.iol.co.za/parties-pleased-about-tshabalala-s-resignation-1.1796650,Parties pleased about Tshabalala s resignation,41990.73403,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59647,South Africa,,IOL,online,IOL,IOL,,,,,Sapa,Agency,anchor,,,person,Pakes Dikgetsi,Male,,,Congress of the People - Cope,4.7,Political Parties,4,,,quoted,,84553
59656,http://www.iol.co.za/news/special-features/malema-s-vision-of-a-revolutionary-path-1.1796258,Malema s vision of a revolutionary path,41990.36736,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59656,South Africa,,IOL,online,IOL,IOL,,,,,Lebogang Seale,Journalist,anchor,,,person,Julius Malema,Male,Black,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84561
59664,http://www.dispatchlive.co.za/gen/tshabalalas-resignation-welcomed,Tshabalala's resignation welcomed,41990,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59664,South Africa,,Daily Dispatch,print - daily,Daily Dispatch,Daily Dispatch,,,,,Sapa,Agency,anchor,,,person,Gavin Davis,Male,White,,Democratic Alliance/Demokratiese Alliansie - DA,4.8,Political Parties,4,,,quoted,,84569
59664,http://www.dispatchlive.co.za/gen/tshabalalas-resignation-welcomed,Tshabalala's resignation welcomed,41990,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59664,South Africa,,Daily Dispatch,print - daily,Daily Dispatch,Daily Dispatch,,,,,Sapa,Agency,anchor,,,person,Pakes Dikgetsi,Male,,,Congress of the People - Cope,4.7,Political Parties,4,,,quoted,,84572
59692,http://citizen.co.za/295205/motoring-poll-will-getting-new-car-2015/,Motoring poll: Will you be getting a new car in 2015?,41991.2585,2014/12/18,,,https://mma-dexter.code4sa.org/articles/59692,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Unknown,Unknown,anchor,,,person,Paul O’Sullivan,Male,White,,Agang SA,4.4,Political Parties,4,,,quoted,,84603
59695,http://www.enca.com/south-africa/afriforum-weighs-malema-land-grab-comments-pressing-charges,AfriForum weighs in on Malema land grab comments by pressing charges,41990.64664,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59695,South Africa,,eNCA Online,online,eNCA Online,eNCA,,,,,Unknown,Unknown,anchor,,,person,Julius Malema,Male,Black,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84604
59705,http://citizen.co.za/291243/cyril-ramaphosa-arrives-lesotho-4/,Cyril Ramaphosa arrives in Lesotho,41991.28584,2014/12/18,,,https://mma-dexter.code4sa.org/articles/59705,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Unknown,Unknown,anchor,,,person,Ronnie Mamoepa,Male,Black,,African National Congress - ANC,4.3,Political Parties,4,,,quoted,,84614
59707,http://www.fin24.com/Tech/News/Secret-SA-spy-satellite-ready-to-launch-20141217,Secret SA spy satellite ready to launch?,41990.54652,2014/12/17,,,https://mma-dexter.code4sa.org/articles/59707,South Africa,,Fin24,online,Fin24,Fin24,,,,,Unknown,Unknown,anchor,,,person,David Maynier,Male,,,Democratic Alliance/Demokratiese Alliansie - DA,4.8,Political Parties,4,,,quoted,,84618
59711,http://www.dispatchlive.co.za/news/legislature-boss-is-on-his-way-out,Legislature boss is on his way out,41989,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59711,South Africa,,Daily Dispatch,print - daily,Daily Dispatch,Daily Dispatch,,,,,Mphumzi Zuzile,Journalist,anchor,,,person,Bobby Stevenson,Male,White,,Democratic Alliance/Demokratiese Alliansie - DA,4.8,Political Parties,4,,,quoted,,84620
59711,http://www.dispatchlive.co.za/news/legislature-boss-is-on-his-way-out,Legislature boss is on his way out,41989,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59711,South Africa,,Daily Dispatch,print - daily,Daily Dispatch,Daily Dispatch,,,,,Mphumzi Zuzile,Journalist,anchor,,,person,Noxolo Kiviet,Male,,,African National Congress - ANC,4.3,Political Parties,4,,,quoted,,84621
59713,http://citizen.co.za/294390/eff-stood-test-time/,EFF 'stood the test of time',41989.49444,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59713,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Sapa,Agency,anchor,,,person,Dali Mpofu,Male,Black,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84623
59728,http://www.iol.co.za/anger-at-nominations-halts-eff-conference-1.1796020,Anger at nominations halts EFF conference,41989.36389,2014/12/16,,,https://mma-dexter.code4sa.org/articles/59728,South Africa,,IOL,online,IOL,IOL,,,,,Sapa,Agency,anchor,,,person,Julius Malema,Male,Black,,Economic Freedom Fighters - EFF,4.10,Political Parties,4,,,quoted,,84636
