doc_document_id,doc_article_url,doc_title,doc_published_at,doc_published_date,doc_user_added,doc_user_analysis,doc_dexter_url,doc_country,doc_item_num,doc_medium,doc_medium_type,doc_medium_group,doc_parent_org,doc_topic,doc_topic_group,doc_origin,doc_origin_group,doc_author_name,doc_author_type,doc_analysis_nature,doc_flagged,doc_flag_notes,source_source_type,source_source_name,source_gender,source_race,source_source_age,source_affiliation,source_affiliation_code,source_affiliation_group,source_affiliation_group_code,source_function,source_role,source_quoted,source_photographed,source_document_source_id
60826,http://citizen.co.za/295873/zumas-year-flash/,Zuma s year in a flash,41991.70833,2014/12/18,,,https://mma-dexter.code4sa.org/articles/60826,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Charles Cilliers,Journalist,anchor,,,person,Ronnie Kasrils,Male,White,,Prominent people/ celebrities,11.17,Professionals,11,,,quoted,,85456
60826,http://citizen.co.za/295873/zumas-year-flash/,Zuma s year in a flash,41991.70833,2014/12/18,,,https://mma-dexter.code4sa.org/articles/60826,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Charles Cilliers,Journalist,anchor,,,person,Minenhle Makhanya,Female,Black,,Other occupation not listed,11.25,Professionals,11,,,quoted,,85460
60839,http://www.sabc.co.za/news/a/f6b60e8046935907b283ba8c3c6d57d4/Real-truth-about-iMpi-yase-Ncome:-Historian-20141612,Real truth about iMpi yase Ncome: Historian,41994.74385,2014/12/21,,,https://mma-dexter.code4sa.org/articles/60839,South Africa,,SABC News,online,SABC News,SABC,,,,,Unknown,Unknown,anchor,,,person,King,Male,Black,,"Religion - priest, traditionalist, all faiths",11.18,Professionals,11,,,quoted,,85468
60846,http://citizen.co.za/296749/get-your-elephant-on-safely/,Get your elephant on safely,41993.61667,2014/12/20,,,https://mma-dexter.code4sa.org/articles/60846,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Amanda Watson,Journalist,anchor,,,person,William Mabasa,Male,Black,,Entrepreneur - small and micro businessperson,11.9,Professionals,11,,,quoted,,85471
60861,http://citizen.co.za/296829/wak-road-miss-world-rolene-strauss/,Walk this road with me - Miss World Rolene Strauss,41993.48194,2014/12/20,,,https://mma-dexter.code4sa.org/articles/60861,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Sapa,Agency,anchor,,,person,Nelson Mandela,Male,Black,,Prominent people/ celebrities,11.17,Professionals,11,,,quoted,,85483
60875,http://citizen.co.za/297209/julius-malema-orders-land-occupation/,Julius Malema orders land occupation,41994.47986,2014/12/21,,,https://mma-dexter.code4sa.org/articles/60875,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Sapa,Agency,anchor,,,person,Sunday Times,,,,"Media - editor, jourmalist, dj, presenter, critic, public relations",11.13,Professionals,11,,,quoted,,85489
60888,http://www.sabc.co.za/news/a/c313018046a40191b81dbe5fabc458c2/More-road-fatalites-as-festive-season-kicks-off,More road fatalites as festive season kicks off,41994.30208,2014/12/21,,,https://mma-dexter.code4sa.org/articles/60888,South Africa,,SABC News,online,SABC News,SABC,,,,,SABC,Journalist,anchor,,,person,Werner Vermaak,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85501
60926,http://www.iol.co.za/8-year-old-critical-after-near-drowning-1.1796149,8-year-old critical after near drowning,41989.66319,2014/12/16,,,https://mma-dexter.code4sa.org/articles/60926,South Africa,,IOL,online,IOL,IOL,,,,,Sapa,Agency,anchor,,,person,Werner Vermaak,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85536
60976,http://www.news24.com/SouthAfrica/News/Car-smashes-into-accident-scene-1-dead-20141217,"Car smashes into accident scene, 1 dead",41990.66042,2014/12/17,,,https://mma-dexter.code4sa.org/articles/60976,South Africa,,News24,online,News24,News24,,,,,Sapa,Agency,anchor,,,person,Santi Steinmann,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85576
60998,http://www.iol.co.za/4-000-new-kzn-claims-in-battle-for-land-1.1796131,4 000 new KZN claims in battle for land,41989.6,2014/12/16,,,https://mma-dexter.code4sa.org/articles/60998,South Africa,,IOL,online,IOL,IOL,,,,,Nokuthula Ntuli,Unknown,anchor,,,person,Goodwill Zwelithini,Male,Black,,"Royalty - king, queen, prince",11.19,Professionals,11,,,quoted,,85589
61014,http://www.enca.com/south-africa/gallery-miss-world-rolene-strauss-thanks-fans-support,Gallery: Miss World Rolene Strauss thanks fans for support,41993.53439,2014/12/20,,,https://mma-dexter.code4sa.org/articles/61014,South Africa,,eNCA Online,online,eNCA Online,eNCA,,,,,Bianca Bothma,Journalist,anchor,,,person,Nelson Mandela,Male,Black,,Prominent people/ celebrities,11.17,Professionals,11,,,quoted,,85597
61044,http://www.dailymaverick.co.za/article/2014-12-18-goodbye-2014-it-was-the-worst-of-times,Goodbye 2014: It was the worst of times,41991.53125,2014/12/18,,,https://mma-dexter.code4sa.org/articles/61044,South Africa,,Daily Maverick,online,Daily Maverick,Daily Maverick,,,,,Ranjeni Munusamy,Journalist,anchor,,,person,Oscar Pistorius,Male,White,,"Criminal - convicted criminal, suspected criminal",11.5,Professionals,11,,,quoted,,85619
61071,http://www.iol.co.za/motoring/industry-news/cape-s-black-weekend-claims-23-lives-1.1797976,Cape's black weekend claims 23 lives,41995.36736,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61071,South Africa,,IOL,online,IOL,IOL,,,,,Nontando Mposo,Journalist,anchor,,,person,Werner Vermaak,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85637
61071,http://www.iol.co.za/motoring/industry-news/cape-s-black-weekend-claims-23-lives-1.1797976,Cape's black weekend claims 23 lives,41995.36736,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61071,South Africa,,IOL,online,IOL,IOL,,,,,Nontando Mposo,Journalist,anchor,,,person,Robert McKenzie,Male,,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85639
61071,http://www.iol.co.za/motoring/industry-news/cape-s-black-weekend-claims-23-lives-1.1797976,Cape's black weekend claims 23 lives,41995.36736,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61071,South Africa,,IOL,online,IOL,IOL,,,,,Nontando Mposo,Journalist,anchor,,,person,Russel Meiring,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85640
61094,http://www.news24.com/Africa/News/Boko-Haram-launches-strikes-near-Cameroon-border-20141222,Boko Haram launches strikes near Cameroon border,41995.37569,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61094,South Africa,,News24,online,News24,News24,,,,,AP,Journalist,anchor,,,person,Abubakar Shekau,Male,Black,,"Criminal - convicted criminal, suspected criminal",11.5,Professionals,11,,,quoted,,85661
61097,http://www.news24.com/SouthAfrica/News/Slovoville-fire-razes-50-shacks-20141221,Slovoville fire razes 50 shacks,41994.32292,2014/12/21,,,https://mma-dexter.code4sa.org/articles/61097,South Africa,,News24,online,News24,News24,,,,,Sapa,Agency,anchor,,,person,Nana Radebe,Female,Black,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85663
61101,http://citizen.co.za/297745/man-drowns-johannesburg-pool/,Man drowns in Johannesburg pool,41995.67569,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61101,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Sapa,Agency,anchor,,,person,Werner Vermaak,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85664
61108,http://citizen.co.za/297592/woman-and-baby-killed-by-lightning/,Woman and baby killed by lightning,41995.54167,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61108,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,CNS Reporter/Nothern KZN Courier,Journalist,anchor,,,person,Russel Meiring,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85667
61108,http://citizen.co.za/297592/woman-and-baby-killed-by-lightning/,Woman and baby killed by lightning,41995.54167,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61108,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,CNS Reporter/Nothern KZN Courier,Journalist,anchor,,,person,Robert McKenzie,Male,,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85668
61116,http://citizen.co.za/297463/man-killed-bloubosrand-collision/,Man killed in Bloubosrand collision,41995.32431,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61116,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Sapa,Agency,anchor,,,person,Werner Vermaak,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85672
61129,http://www.news24.com/SouthAfrica/News/Boy-8-critical-after-near-drowning-20141216,"Boy, 8, critical after near drowning",41989.67778,2014/12/16,,,https://mma-dexter.code4sa.org/articles/61129,South Africa,,News24,online,News24,News24,,,,,Sapa,Agency,anchor,,,person,Werner Vermaak,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85685
61152,http://citizen.co.za/297593/jmpd-continues-to-demand-payment-despite-unlawful-notices/,JMPD continues to demand payment despite unlawful notices,41995.86256,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61152,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Unknown,Unknown,anchor,,,person,Howard Dembovsky,Male,White,,Prominent people/ celebrities,11.17,Professionals,11,,,quoted,,85705
61161,http://citizen.co.za/297623/body-missing-ctown-mom-found/,Body of missing CTown mom found,41995.54028,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61161,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Sapa,Agency,anchor,,,person,Werner Vermaak,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85715
61180,http://www.sabc.co.za/news/a/701cd20046a1ae85b902bb883b554d2f/SA-roads-claim-lives-20142012,SA roads claiming lives,41993.5375,2014/12/20,,,https://mma-dexter.code4sa.org/articles/61180,South Africa,,SABC News,online,SABC News,SABC,,,,,SABC,Journalist,anchor,,,person,Robert McKenzie,Male,,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85728
61180,http://www.sabc.co.za/news/a/701cd20046a1ae85b902bb883b554d2f/SA-roads-claim-lives-20142012,SA roads claiming lives,41993.5375,2014/12/20,,,https://mma-dexter.code4sa.org/articles/61180,South Africa,,SABC News,online,SABC News,SABC,,,,,SABC,Journalist,anchor,,,person,Werner Vermaak,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85729
61184,http://www.sabc.co.za/news/a/8544f500469803118861ba8c3c6d57d4/KZN-accident-claims-three-lives-20141712,KZN accident claims three lives,41995.92728,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61184,South Africa,,SABC News,online,SABC News,SABC,,,,,Unknown,Unknown,anchor,,,person,Werner Vermaak,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85731
61184,http://www.sabc.co.za/news/a/8544f500469803118861ba8c3c6d57d4/KZN-accident-claims-three-lives-20141712,KZN accident claims three lives,41995.92728,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61184,South Africa,,SABC News,online,SABC News,SABC,,,,,Unknown,Unknown,anchor,,,person,Chris Botha,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85732
61195,http://citizen.co.za/297466/ctown-mom-swept-berg-river-rescue-bid/,CTown mom swept down Berg River in rescue bid,41995.32847,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61195,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Sapa,Agency,anchor,,,person,Werner Vermaak,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85740
61201,http://www.news24.com/SouthAfrica/News/Man-dies-after-jumping-from-building-in-Yeoville-20141222,Man dies after jumping from building in Yeoville,41995.45972,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61201,South Africa,,News24,online,News24,News24,,,,,Sapa,Agency,anchor,,,person,Robert Mulaudzi,Male,Black,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85743
61214,http://www.citypress.co.za/news/mother-swept-river-rescue-attempt,Mother swept down river in rescue attempt,41995.34514,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61214,South Africa,,City Press,print - weekly,City Press,City Press,,,,,arl Provincial Hospital for further care. - Sapa,Journalist,anchor,,,person,Werner Vermaak,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85750
61231,http://www.dispatchlive.co.za/news/getting-anxious-over-cellphones,Getting anxious over cellphones,41995,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61231,South Africa,,Daily Dispatch,print - daily,Daily Dispatch,Daily Dispatch,,,,,ZISANDA NKONKOBE,Journalist,anchor,,,person,Arthur Goldstuck,Male,,,"Media - editor, jourmalist, dj, presenter, critic, public relations",11.13,Professionals,11,,,quoted,,85758
61249,http://www.iol.co.za/pope-criticises-vatican-ills-1.1798327,Pope criticises Vatican ills,41995.74514,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61249,South Africa,,IOL,online,IOL,IOL,,,,,Unknown,Unknown,anchor,,,person,Pope Francis,Male,White,,"Religion - priest, traditionalist, all faiths",11.18,Professionals,11,,,quoted,,85769
61313,http://www.iol.co.za/capetimes/moves-against-motsoeneng-1.1797249,Moves against Motsoeneng,41992.32292,2014/12/19,,,https://mma-dexter.code4sa.org/articles/61313,South Africa,,Cape Times,print - daily,Cape Times,Cape Times,,,,,Unknown,Unknown,anchor,,,person,Hlaudi Motsoeneng,Male,Black,,"Media - editor, jourmalist, dj, presenter, critic, public relations",11.13,Professionals,11,,,quoted,,85814
61337,http://www.news24.com/SouthAfrica/News/Man-drowns-in-swimming-pool-at-party-20141222,Man drowns in swimming pool at party,41995.98542,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61337,South Africa,,News24,online,News24,News24,,,,,Sapa,Agency,anchor,,,person,Werner Vermaak,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85840
61338,http://www.iol.co.za/vatican-signals-major-shift-in-tone-1.1796383,Vatican signals major shift in tone,41990.44167,2014/12/17,,,https://mma-dexter.code4sa.org/articles/61338,South Africa,,IOL,online,IOL,IOL,,,,,NICOLE WINFIELD,Journalist,anchor,,,person,Francis,Female,,,"Religion - priest, traditionalist, all faiths",11.18,Professionals,11,,,quoted,,85841
61356,http://www.enca.com/south-africa/jpsa-vindicated-public-protector,JPSA vindicated by Public Protector,41995.83225,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61356,South Africa,,eNCA Online,online,eNCA Online,eNCA,,,,,Unknown,Unknown,anchor,,,person,Howard Dembovsky,Male,White,,Prominent people/ celebrities,11.17,Professionals,11,,,quoted,,85849
61392,http://citizen.co.za/294351/woman-dead-colliding-petrol-tanker-middelburg/,Woman dead after colliding with petrol tanker in Middelburg,41989.40208,2014/12/16,,,https://mma-dexter.code4sa.org/articles/61392,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Sapa,Agency,anchor,,,person,Werner Vermaak,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85871
61401,http://www.citypress.co.za/news/body-missing-mother-found,Body of missing mother found,41995.54653,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61401,South Africa,,City Press,print - weekly,City Press,City Press,,,,,Paarl Provincial Hospital for treatment. - Sapa,Journalist,anchor,,,person,Werner Vermaak,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85877
61407,http://www.iol.co.za/seven-hurt-in-pile-up-on-n2-1.1796759,Seven hurt in pile-up on N2,41991.37431,2014/12/18,,,https://mma-dexter.code4sa.org/articles/61407,South Africa,,IOL,online,IOL,IOL,,,,,Staff Writer,Journalist,anchor,,,person,Werner Vermaak,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85886
61412,http://www.iol.co.za/obama-has-been-mistaken-for-valet-1.1796655,Obama has been mistaken for valet,41990.76736,2014/12/17,,,https://mma-dexter.code4sa.org/articles/61412,South Africa,,IOL,online,IOL,IOL,,,,,Sapa,Agency,anchor,,,person,Michelle Obama,Male,Other,,Prominent people/ celebrities,11.17,Professionals,11,,,quoted,,85888
61418,http://citizen.co.za/298045/four-dead-62-injured-kzn-overnight/,"Four dead, 62 injured in KZN overnight",41996.873,2014/12/23,,,https://mma-dexter.code4sa.org/articles/61418,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Unknown,Unknown,anchor,,,person,Robert McKenzie,Male,,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85894
61437,http://citizen.co.za/297505/man-dies-jumping-yeoville-building/,Man dies after jumping from Yeoville building,41995.41319,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61437,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Sapa,Agency,anchor,,,person,Robert Mulaudzi,Male,Black,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85903
61474,http://www.news24.com/SouthAfrica/News/Three-elderly-assaulted-in-Boksburg-20141216,Three elderly assaulted in Boksburg,41989.86667,2014/12/16,,,https://mma-dexter.code4sa.org/articles/61474,South Africa,,News24,online,News24,News24,,,,,Sapa,Agency,anchor,,,person,Werner Vermaak,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85914
61488,http://citizen.co.za/295377/political-parties-welcomed-sabc-chairs-resignation/,Political parties welcome SABC chair's resignation,41990.73264,2014/12/17,,,https://mma-dexter.code4sa.org/articles/61488,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Sapa,Agency,anchor,,,person,Ellen Tshabalala,Female,Black,,"Media - editor, jourmalist, dj, presenter, critic, public relations",11.13,Professionals,11,,,quoted,,85927
61492,http://citizen.co.za/297751/four-die-ladysmith-crash/,Four die in Ladysmith crash,41997,2014/12/24,,,https://mma-dexter.code4sa.org/articles/61492,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Unknown,Unknown,anchor,,,person,Robert McKenzie,Male,,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85930
61504,http://www.sabc.co.za/news/a/2016158046a75a089644ffebb421462c/Motorists-urged-to-take-breaks-during-long-trips-20142212,Motorists urged to take breaks during long trips,41997.22295,2014/12/24,,,https://mma-dexter.code4sa.org/articles/61504,South Africa,,SABC News,online,SABC News,SABC,,,,,Unknown,Unknown,anchor,,,person,Russel Meiring,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85934
61515,http://www.news24.com/SouthAfrica/News/Three-killed-after-car-crashes-into-truck-in-KZN-20141217,Three killed after car crashes into truck in KZN,41990.39236,2014/12/17,,,https://mma-dexter.code4sa.org/articles/61515,South Africa,,News24,online,News24,News24,,,,,Sapa,Agency,anchor,,,person,Chris Botha,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85940
61523,http://citizen.co.za/297503/dale-steyn-poised-pass-makhaya-ntini/,Dale Steyn poised to pass Makhaya Ntini,41995.40764,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61523,South Africa,,The Citizen,print - daily,The Citizen,The Citizen,,,,,Sapa,Agency,anchor,,,person,Makhaya Ntini,Male,,,"Sports - sports bodies/officials, athlete, golfers, coaches, soccer players",11.23,Professionals,11,,,quoted,,85947
61526,http://www.iol.co.za/news/south-africa/kwazulu-natal/woman-baby-killed-by-lightning-1.1797820,"Woman, baby killed by lightning",41994.43958,2014/12/21,,,https://mma-dexter.code4sa.org/articles/61526,South Africa,,IOL,online,IOL,IOL,,,,,Sapa,Agency,anchor,,,person,Robert McKenzie,Male,,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85951
61539,http://mg.co.za/article/2014-12-22-dale-steyn-poised-to-overtake-ntinis-record,Dale Steyn poised to overtake Ntini's record,41995.40764,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61539,South Africa,,M&G,print - weekly,M&G,M&G,,,,,Michael Sherman,Journalist,anchor,,,person,Makhaya Ntini,Male,,,"Sports - sports bodies/officials, athlete, golfers, coaches, soccer players",11.23,Professionals,11,,,quoted,,85961
61542,http://www.iol.co.za/pope-francis-condemns-terrorist-acts-1.1796566,Pope Francis condemns terrorist acts,41990.57431,2014/12/17,,,https://mma-dexter.code4sa.org/articles/61542,South Africa,,IOL,online,IOL,IOL,,,,,Philip Pullella and Eleanor Biles,Journalist,anchor,,,person,Pope Francis,Male,White,,"Religion - priest, traditionalist, all faiths",11.18,Professionals,11,,,quoted,,85965
61545,http://www.iol.co.za/cipla-scoops-state-s-r2bn-order-to-supply-arv-drugs-1.1798821,Cipla scoops state s R2bn order to supply ARV drugs,41997.34028,2014/12/24,,,https://mma-dexter.code4sa.org/articles/61545,South Africa,,IOL,online,IOL,IOL,,,,,Wiseman Khuzwayo and Bloomberg,Journalist,anchor,,,person,Aaron Motsoaledi,Male,Black,,"Health - doctor, nurse, psychologist, lab technician",11.10,Professionals,11,,,quoted,,85968
61550,http://www.enca.com/south-africa/kzn-festive-death-rise,KZN festive death toll rises,41996.57045,2014/12/23,,,https://mma-dexter.code4sa.org/articles/61550,South Africa,,eNCA Online,online,eNCA Online,eNCA,,,,,Unknown,Unknown,anchor,,,person,Robert McKenzie,Male,,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85969
61554,http://www.dispatchlive.co.za/opinion/professional-merit-based-bureaucracy-way-overdue,Professional merit-based bureaucracy way overdue,41996,2014/12/23,,,https://mma-dexter.code4sa.org/articles/61554,South Africa,,Daily Dispatch,print - daily,Daily Dispatch,Daily Dispatch,,,,,AD GQOKOMA,Journalist,anchor,,,person,Nelson Mandela,Male,Black,,Prominent people/ celebrities,11.17,Professionals,11,,,quoted,,85976
61558,http://www.iol.co.za/capetimes/seven-hurt-in-pile-up-on-n2-1.1796698,Seven hurt in pile-up on N2,41991.3,2014/12/18,,,https://mma-dexter.code4sa.org/articles/61558,South Africa,,Cape Times,print - daily,Cape Times,Cape Times,,,,,Unknown,Unknown,anchor,,,person,Werner Vermaak,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,85977
61598,http://www.news24.com/SouthAfrica/News/Road-deaths-on-the-increase-20141222,Road deaths on the rise,41995.98542,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61598,South Africa,,News24,online,News24,News24,,,,,Sapa,Agency,anchor,,,person,Werner Vermaak,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,86000
61598,http://www.news24.com/SouthAfrica/News/Road-deaths-on-the-increase-20141222,Road deaths on the rise,41995.98542,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61598,South Africa,,News24,online,News24,News24,,,,,Sapa,Agency,anchor,,,person,Robert McKenzie,Male,,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,86002
61602,http://www.iol.co.za/pedestrian-killed-in-kzn-smash-1.1798977,Pedestrian killed in KZN smash,41997.48056,2014/12/24,,,https://mma-dexter.code4sa.org/articles/61602,South Africa,,IOL,online,IOL,IOL,,,,,Sapa,Agency,anchor,,,person,Robert McKenzie,Male,,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,86007
61614,http://www.citypress.co.za/news/8-killed-kwazulu-natal-accidents,8 killed in KwaZulu-Natal accidents,41993.60903,2014/12/20,,,https://mma-dexter.code4sa.org/articles/61614,South Africa,,City Press,print - weekly,City Press,City Press,,,,,of the collisions was being investigated. - Sapa,Journalist,anchor,,,person,Robert McKenzie,Male,,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,86021
61628,http://www.iol.co.za/bus-drivers-refuse-safety-checks-1.1798842,Bus drivers refuse safety checks,41997.31181,2014/12/24,,,https://mma-dexter.code4sa.org/articles/61628,South Africa,,IOL,online,IOL,IOL,,,,,Zodidi Dano,Journalist,anchor,,,person,SIthembele Majova,Male,,,Community Association,11.3,Professionals,11,,,quoted,,86028
61690,http://www.enca.com/south-africa/body-missing-mother-found,Body of missing mother found,41995.55657,2014/12/22,,,https://mma-dexter.code4sa.org/articles/61690,South Africa,,eNCA Online,online,eNCA Online,eNCA,,,,,Unknown,Unknown,anchor,,,person,Werner Vermaak,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,86085
61714,http://www.iol.co.za/poverty-to-blame-for-toxic-meal-1.1796820,Poverty to blame for toxic meal,41991.4125,2014/12/18,,,https://mma-dexter.code4sa.org/articles/61714,South Africa,,IOL,online,IOL,IOL,,,,,NTANDO MAKHUBU,Journalist,anchor,,,person,Emmanuel,Male,Black,,"Criminal - convicted criminal, suspected criminal",11.5,Professionals,11,,,quoted,,86096
61720,http://www.news24.com/Africa/News/DRC-ex-rebels-found-in-Uganda-refugee-camp-20141218-2,DRC ex-rebels found in Uganda refugee camp,41991.45972,2014/12/18,,,https://mma-dexter.code4sa.org/articles/61720,South Africa,,News24,online,News24,News24,,,,,Unknown,Unknown,anchor,,,person,Paddy Ankunda,Male,,,"Military - corporal, general, sergeant",11.14,Professionals,11,,,quoted,,86099
61722,http://www.news24.com/SouthAfrica/News/JPSA-Protector-report-vindicated-us-20141223,JPSA: Protector report vindicated us,41996.20833,2014/12/23,,,https://mma-dexter.code4sa.org/articles/61722,South Africa,,News24,online,News24,News24,,,,,Sapa,Agency,anchor,,,person,Howard Dembovsky,Male,White,,Prominent people/ celebrities,11.17,Professionals,11,,,quoted,,86100
61725,http://www.iol.co.za/thirteen-die-on-kzn-roads-1.1797885,Thirteen die on KZN roads,41994.62431,2014/12/21,,,https://mma-dexter.code4sa.org/articles/61725,South Africa,,IOL,online,IOL,IOL,,,,,Sapa,Agency,anchor,,,person,Robert McKenzie,Male,,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,86103
61725,http://www.iol.co.za/thirteen-die-on-kzn-roads-1.1797885,Thirteen die on KZN roads,41994.62431,2014/12/21,,,https://mma-dexter.code4sa.org/articles/61725,South Africa,,IOL,online,IOL,IOL,,,,,Sapa,Agency,anchor,,,person,Russel Meiring,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,86105
61725,http://www.iol.co.za/thirteen-die-on-kzn-roads-1.1797885,Thirteen die on KZN roads,41994.62431,2014/12/21,,,https://mma-dexter.code4sa.org/articles/61725,South Africa,,IOL,online,IOL,IOL,,,,,Sapa,Agency,anchor,,,person,Werner Vermaak,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,86106
61740,http://www.news24.com/SouthAfrica/News/Woman-dies-after-being-hit-by-train-in-KZN-20141217,Woman dies after being hit by train in KZN,41990.5375,2014/12/17,,,https://mma-dexter.code4sa.org/articles/61740,South Africa,,News24,online,News24,News24,,,,,Sapa,Agency,anchor,,,person,Robert McKenzie,Male,,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,86117
61750,http://www.iol.co.za/speeding-police-vehicle-in-fatal-crash-1.1798703,Speeding police vehicle in fatal crash,41996.62431,2014/12/23,,,https://mma-dexter.code4sa.org/articles/61750,South Africa,,IOL,online,IOL,IOL,,,,,SIHLE MLAMBO,Journalist,anchor,,,person,Garrith Jamieson,Male,White,,"Emergency services - ambulance, firefighter",11.7,Professionals,11,,,quoted,,86120
