doc_article_url,doc_title,doc_published_date,doc_medium,doc_author_name,source_source_name,source_gender,source_race,source_affiliation,source_affiliation_code,source_affiliation_group,source_affiliation_group_code
http://www.iol.co.za/weather-keeps-zambia-polls-open-1.1807036,Weather keeps Zambia polls open,2015/01/20,IOL,Sapa,Guy scott,Male,White,National Government,1,National Government,1
http://www.iol.co.za/festive-message-from-ramaphosa-1.1799158,Festive message from Ramaphosa,2014/12/25,IOL,Sapa,Cyril Ramaphosa,Male,Black,Presidency,1.1,National Government,1
http://www.enca.com/south-africa/politic-celebrations-christmas,Politicians take time out to celebrate Christmas,2014/12/25,eNCA Online,Erin Bates,Cyril Ramaphosa,Male,Black,Presidency,1.1,National Government,1
http://citizen.co.za/298770/extend-best-wishes-ramaphosa/,I extend our best wishes to you all - Ramaphosa,2014/12/25,The Citizen,Sapa,Cyril Ramaphosa,Male,Black,Presidency,1.1,National Government,1
http://www.news24.com/SouthAfrica/News/Ramaphosa-sends-Christmas-message-20141224,Ramaphosa sends Christmas message,2014/12/24,News24,Sapa,Cyril Ramaphosa,Male,Black,Presidency,1.1,National Government,1
"http://www.sabc.co.za/news/a/163e41804658863182f9826ef932ebdc/SA,-Palestine-sign-bilateral-agreements-20142611","SA, Palestine sign bilateral agreements",2015/01/21,SABC News,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://citizen.co.za/308686/zuma-sends-condolences-mthimkhulu-family/,Zuma sends condolences to Mthimkhulu family,2015/01/21,The Citizen,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://citizen.co.za/311334/guptagate-messages-implicating-zuma-remain-secret/,Guptagate messages 'implicating' Zuma remain secret,2015/01/21,The Citizen,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://citizen.co.za/309100/zuma-bestowed-order-saint-mark/,Zuma bestowed with the Order of Saint Mark,2015/01/20,The Citizen,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://citizen.co.za/307738/fill-void-anc-chabane/,Fill the void in the ANC: Chabane,2015/01/20,The Citizen,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.enca.com/south-africa/zuma-arrives-world-economic-forum,Zuma arrives for World Economic Forum,2015/01/20,eNCA Online,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://citizen.co.za/310534/zuma-arrives-world-economic-forum/,Zuma arrives for World Economic Forum,2015/01/20,The Citizen,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://citizen.co.za/301536/drc-rebels-miss-disarmament-deadline-zuma/,DRC rebels miss disarmament deadline Zuma,2015/01/20,The Citizen,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/da-victory-deserved-but-judgment-sloppy-1.1806815,"DA victory deserved, but judgment sloppy",2015/01/20,IOL,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://mg.co.za/article/2015-01-20-zuma-i-never-refused-to-face-parliament,Zuma: I never refused to face Parliament,2015/01/20,M&G,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.enca.com/south-africa/da-sms-ruling-no-victory-opposition-anc,DA SMS ruling no victory for opposition: ANC,2015/01/19,eNCA Online,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://citizen.co.za/309730/da-sms-presented-opinion-fact-anc/,DA SMS presented opinion as fact - ANC,2015/01/19,The Citizen,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://mg.co.za/article/2015-01-19-missed-call-da-anc-claim-upper-hand-in-sms-ruling,"Missed call? DA, ANC claim victory in SMS ruling",2015/01/19,M&G,Thulani Gqirana,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.citypress.co.za/news/malamulele-give-us-municipality-else,Malamulele: Give us our own municipality or else …,2015/01/19,City Press,,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://citizen.co.za/302370/zuma-congratulates-matrics/,Zuma congratulates matrics,2015/01/18,The Citizen,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://citizen.co.za/308954/zelda-la-grange-apologies-twitter-comments/,Zelda La Grange apologises for twitter comments,2015/01/18,The Citizen,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.news24.com/SouthAfrica/News/MK-veterans-cause-chaos-on-train-after-ANC-party-20150118,MK veterans cause chaos on train after ANC party,2015/01/18,News24,News24,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.citypress.co.za/news/faith-mission-protect-hlaudi,Faith on a mission to protect Hlaudi,2015/01/18,City Press,Caiphus Kgosana,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/news/politics/she-has-disgraced-madiba-s-legacy-ycl-1.1806093,She has disgraced Madiba s legacy: YCL,2015/01/18,IOL,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/she-has-disgraced-madiba-s-legacy-ycl-1.1806093,She has disgraced Madiba s legacy: YCL,2015/01/18,IOL,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/news/politics/mandela-pa-s-racist-rant-1.1806045,Mandela PA s racist rant,2015/01/18,IOL,Mogomotsi Magome,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/zuma-and-mps-lead-mthimkhulu-tributes-1.1806077,Zuma and MPs lead Mthimkhulu tributes,2015/01/18,IOL,Nathi Olifant,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/land-reform-programme-gains-traction-1.1806063,Land reform programme gains traction,2015/01/18,IOL,Siyabonga Mkhwanazi,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://citizen.co.za/307748/zuma-attended-parliament-since-heckling-presidency/,Zuma has attended Parliament since heckling: Presidency,2015/01/17,The Citizen,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.citypress.co.za/politics/zuma-sends-condolences-mtholephi-mthimkhulus-family,Zuma sends condolences to Mtholephi Mthimkhulu s family,2015/01/17,City Press,,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.enca.com/south-africa/president-zuma-extends-condolences-mthimkhulu-family,President Zuma extends condolences to Mthimkhulu family,2015/01/17,eNCA Online,Nonkululeko Ngqola,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://mg.co.za/article/2015-01-15-at-the-heart-of-eskoms-darkness,At the heart of Eskom's darkness,2015/01/16,M&G,Qaanitah Hunter,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.citypress.co.za/politics/ffplus-lays-hate-speech-complaint-zuma,FFPlus lays hate speech complaint against Zuma,2015/01/16,City Press,,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.dispatchlive.co.za/opinion/huge-gap-between-school-in-settlement-and-selborne,Huge gap between school in settlement and Selborne,2015/01/16,Daily Dispatch,Bongekile Macupe,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://ewn.co.za/2015/01/16/Eskom-No-load-shedding-planned-this-week,Eskom: Power grid still vulnerable,2015/01/16,Eyewitness News,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/the-star/van-riebeeck-makes-a-comeback-1.1805615,Van Riebeeck makes a comeback,2015/01/16,The Star,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.dailymaverick.co.za/article/2015-01-16-jesuisscrewed-eskoms-promise-of-load-shedding-now-high-electricity-tariffs-later,"#JeSuisScrewed: Eskom's promise of load-shedding now, high electricity tariffs later",2015/01/16,Daily Maverick,Ranjeni Munusamy,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/capeargus/anc-stuck-in-the-liberation-groove-1.1805762,ANC stuck in the liberation groove,2015/01/16,Cape Argus,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.enca.com/south-africa/du-preez-quits-independent-columnist,"Du Preez resigns, challenges Independent's independence",2015/01/15,eNCA Online,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.news24.com/SouthAfrica/Politics/Maimane-distances-DA-from-EFF-threat-20150115,Maimane distances DA from EFF threat,2015/01/15,News24,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://citizen.co.za/307488/mmusi-maimane-distances-da-eff-threat/,Mmusi Maimane distances DA from EFF threat,2015/01/15,The Citizen,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.news24.com/SouthAfrica/Politics/Chabane-Fill-the-void-in-the-ANC-20150115,Chabane: Fill the void in the ANC,2015/01/15,News24,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.citypress.co.za/politics/da-wants-dates-zumas-appearances-parliament,DA wants dates for Zuma s appearances in Parliament,2015/01/15,City Press,Andisiwe Makinana,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/fill-void-in-anc-chabane-1.1805412,Fill void in ANC: Chabane,2015/01/15,IOL,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/maimane-distances-da-from-eff-threat-1.1805221,Maimane distances DA from EFF threat,2015/01/15,IOL,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.citypress.co.za/news/max-du-preez-quits-independents-zuma-apology,Max du Preez quits over Independent s Zuma apology,2015/01/15,City Press,,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/news/politics/zuma-not-dodging-parly-presidency-1.1805403,Zuma not dodging parly: Presidency,2015/01/15,IOL,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://mg.co.za/article/2015-01-13-whites-helpless-as-malema-lays-claim-to-table-mountain,Whites helpless as Malema lays claim to Table Mountain,2015/01/14,M&G,Haji Mohamed Dawjee,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.dailymaverick.co.za/article/2015-01-14-partydemocracy-4-sale,Party/Democracy 4 Sale,2015/01/14,Daily Maverick,Richard Poplak,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://citizen.co.za/306818/official-funerals-former-mp-mec/,Official funerals for former MP and MEC,2015/01/14,The Citizen,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/news/politics/official-funerals-for-diale-mec-1.1804785,"Official funerals for Diale, MEC",2015/01/14,IOL,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/news/politics/zuma-may-face-hate-speech-charge-1.1804622,Zuma may face hate speech charge,2015/01/14,IOL,Babalo Ndenze,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.citypress.co.za/news/protest-keeps-limpopo-pupils-home,Protest keeps Limpopo pupils at home,2015/01/14,City Press,,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/no-money-for-zuma-s-land-plans-1.1804670,No money for Zuma s land plans,2015/01/14,IOL,Siyabonga Mkhwanazi,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.news24.com/SouthAfrica/News/Protests-halt-schooling-in-Limpopo-20150114,Protests halt schooling in Limpopo,2015/01/14,News24,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.enca.com/south-africa/protests-shuts-schools-malamulele,"Protests shut schools in Malamulele, Limpopo",2015/01/14,eNCA Online,Lenyaro Sello,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/zuma-may-face-hate-speech-charge-1.1804622,Zuma may face hate speech charge,2015/01/14,IOL,Babalo Ndenze,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://citizen.co.za/306622/baleka-mbete-urges-eff-behave-sona-opening/,Baleka Mbete urges EFF to behave during SONA opening,2015/01/14,The Citizen,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.citypress.co.za/news/official-funerals-nelson-diale-mec,"Official funerals for Nelson Diale, MEC",2015/01/14,City Press,,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/news/politics/no-money-for-zuma-s-land-plans-1.1804670,No money for Zuma s land plans,2015/01/14,IOL,Siyabonga Mkhwanazi,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/classrooms-deserted-in-malamulele-1.1804655,Classrooms deserted in Malamulele,2015/01/14,IOL,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/sa-troops-poised-for-major-battle-in-drc-1.1804222,SA troops poised for major battle in DRC,2015/01/13,IOL,Peter Fabricius,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://mg.co.za/article/2015-01-13-eff-promises-chaos-in-parliament-unless-zuma-is-held-accountable,EFF promises Parly chaos unless Zuma is held accountable,2015/01/13,M&G,Qaanitah Hunter,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.news24.com/SouthAfrica/Politics/Mbete-urges-EFF-to-behave-20150113,"Behave, Mbete urges EFF",2015/01/13,News24,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.citypress.co.za/politics/mbete-says-malema-zuma-qa,Mbete says no to Malema on Zuma Q&A,2015/01/13,City Press,Andisiwe Makinana,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.news24.com/SouthAfrica/Politics/Its-not-about-Nkandla-its-about-accountability-Malema-20150113,It's not about Nkandla it's about accountability - Malema,2015/01/13,News24,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.news24.com/SouthAfrica/Politics/Zuma-condolences-for-MEC-ANC-veteran-20150113,"Zuma condolences for MEC, ANC veteran",2015/01/13,News24,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/eff-fighting-corruption-says-malema-1.1804514,"EFF fighting corruption, says Malema",2015/01/13,IOL,Devereaux Morkel,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/news/politics/mbete-asks-eff-for-peaceful-sona-1.1804511,Mbete asks EFF for peaceful SONA,2015/01/13,IOL,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/eff-blames-anc-for-power-outages-1.1804440,EFF blames ANC for power outages,2015/01/13,IOL,Devereaux Morkel,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.citypress.co.za/politics/anc-shifting-responsibility-eff,ANC is shifting responsibility again EFF,2015/01/13,City Press,,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/news/special-features/eff-fighting-corruption-says-malema-1.1804514,"EFF fighting corruption, says Malema",2015/01/13,IOL,Devereaux Morkel,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.enca.com/south-africa/recklessness-and-lack-foresight-anc-blame-rolling-blackouts,Lack of foresight in the ANC to blame for rolling blackouts: EFF,2015/01/13,eNCA Online,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.dispatchlive.co.za/news/mbete-urges-eff-to-behave-during-opening,Mbete urges EFF to behave during opening,2015/01/13,Daily Dispatch,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.news24.com/SouthAfrica/Politics/ANC-not-apartheid-blamed-for-energy-woes-EFF-20150113,"ANC, not apartheid blamed for energy woes - EFF",2015/01/13,News24,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.news24.com/SouthAfrica/Politics/Zuma-must-pay-back-the-money-EFF-20150113,Zuma must pay back the money - EFF,2015/01/13,News24,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://citizen.co.za/306197/paybackthemoney/,EFF will make Zuma #PayBackTheMoney,2015/01/13,The Citizen,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.dispatchlive.co.za/gen/anc-to-blame-for-rolling-blackouts-eff,ANC to blame for rolling blackouts: EFF,2015/01/13,Daily Dispatch,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/business/news/eff-blames-anc-for-power-outages-1.1804440,EFF blames ANC for power outages,2015/01/13,IOL,Devereaux Morkel,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.enca.com/south-africa/mbete-urges-eff-behave-during-opening,Mbete urges EFF to behave during opening,2015/01/13,eNCA Online,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://mg.co.za/article/2015-01-13-eff-anc-not-apartheid-to-blame-for-energy-problems,"EFF: ANC, not apartheid, to blame for energy problems",2015/01/13,M&G,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/news/africa/sa-troops-poised-for-major-battle-in-drc-1.1804222,SA troops poised for major battle in DRC,2015/01/13,IOL,Peter Fabricius,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/news/politics/anc-anniversary-celebrations-a-success-1.1803562,ANC anniversary celebrations a success,2015/01/12,IOL,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://mg.co.za/article/2015-01-12-zuma-says-universities-are-too-costly-nzimande-disagrees,Zuma says universities are too costly - Nzimande disagrees,2015/01/12,M&G,Bongani Nkosi,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.dispatchlive.co.za/news/zuma-commits-to-radical-change,Zuma commits to radical change,2015/01/12,Daily Dispatch,Paul Vecchiatto,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.dailymaverick.co.za/article/2015-01-12-wash-rinse-repeat-jacob-zumas-play-it-again-birthday-speech,"Wash, Rinse, Repeat: Jacob Zuma's play-it-again birthday speech",2015/01/12,Daily Maverick,Ranjeni Munusamy,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/anc-anniversary-celebrations-a-success-1.1803562,ANC anniversary celebrations a success,2015/01/12,IOL,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.enca.com/south-africa/ancs-radical-freedom-charter-stance-only-rhetoric-says-eff,"ANC's 'radical' Freedom Charter stance only rhetoric, says EFF",2015/01/11,eNCA Online,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/churches-ruthlessly-exploit-insecurities-1.1803444,Churches ruthlessly exploit insecurities,2015/01/11,IOL,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/news/politics/anc-says-cheers-to-103-years-1.1803494,ANC says cheers to 103 years,2015/01/11,IOL,Yazeed Kamaldien,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.fin24.com/Economy/Load-shedding-is-job-shedding-DA-20150111,Load shedding is job shedding DA,2015/01/11,Fin24,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://citizen.co.za/305078/zuma-must-talk-else-eff/,"Zuma must talk, or else: EFF",2015/01/11,The Citizen,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.news24.com/SouthAfrica/News/Zuma-calls-on-businesses-to-fund-the-ANC-20150111,Zuma calls on businesses to fund the ANC,2015/01/11,News24,Kathy Whitehead,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/news/politics/zuma-on-the-warpath-1.1803447,Zuma on the warpath,2015/01/11,IOL,Craig Dodds,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/news/politics/eff-threatens-to-disrupt-sona-1.1803474,EFF threatens to disrupt SONA,2015/01/11,IOL,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/news/politics/zille-blasts-shameless-anc-1.1803434,Zille blasts shameless ANC,2015/01/11,IOL,Babalo Ndenze,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.news24.com/SouthAfrica/News/EFF-ANC-is-copying-us-20150111,EFF: ANC is copying us,2015/01/11,News24,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://citizen.co.za/305066/anc-copying-us-eff/,ANC is copying us: EFF,2015/01/11,The Citizen,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.news24.com/SouthAfrica/Politics/ANC-will-return-to-basics-Zuma-20150110,ANC will return to basics - Zuma,2015/01/10,News24,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://mg.co.za/article/2015-01-10-zuma-reaffirms-electricity-apartheids-problem,Zuma repeats electricity apartheid's problem,2015/01/10,M&G,Qaanitah Hunter,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://citizen.co.za/304721/anc-unlike-parties-zuma/,ANC unlike other parties: Zuma,2015/01/10,The Citizen,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.enca.com/south-africa/anc-cuts-birthday-cake-cape-town,ANC cuts birthday cake in Cape Town,2015/01/10,eNCA Online,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.citypress.co.za/politics/zuma-focuses-corruption,Zuma focuses on corruption,2015/01/10,City Press,,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.news24.com/SouthAfrica/Politics/ANC-unlike-other-political-parties-Zuma-20150110,ANC unlike other political parties - Zuma,2015/01/10,News24,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/protect-alliance-zuma-tells-supporters-1.1803408,"Protect alliance, Zuma tells supporters",2015/01/10,IOL,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.news24.com/SouthAfrica/Politics/Protect-tripartite-alliance-Zuma-urges-20150110,"Protect tripartite alliance, Zuma urges",2015/01/10,News24,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.citypress.co.za/politics/zuma-protect-anc-self-interest,Zuma: Protect ANC from self-interest,2015/01/10,City Press,,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.dispatchlive.co.za/news/kings-absence-at-anc-event-not-political,King's absence at ANC event 'not political',2015/01/10,Daily Dispatch,Lulamile Feni,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/news/politics/anc-must-mutate-or-be-left-behind-1.1803147,ANC must mutate or be left behind,2015/01/09,IOL,KIERAN LEGG,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.enca.com/south-africa/anc-takes-cake-khayelitsha,ANC takes the cake in Khayelitsha,2015/01/09,eNCA Online,Erin Bates,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://mg.co.za/article/2015-01-08-honest-politics-needed-to-slay-the-racism-dragon,Honest politics needed to slay racism dragon,2015/01/09,M&G,William Gumede,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/anc-must-mutate-or-it-will-be-left-behind-1.1803147,ANC must mutate or be left behind,2015/01/09,IOL,KIERAN LEGG,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/frosty-mitchells-plain-icing-on-anc-cake-1.1802932,Frosty Mitchells Plain icing on ANC cake,2015/01/09,IOL,KIERAN LEGG,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/anc-must-mutate-or-be-left-behind-1.1803147,ANC must mutate or be left behind,2015/01/09,IOL,KIERAN LEGG,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/news/politics/anc-must-mutate-or-it-will-be-left-behind-1.1803147,ANC must mutate or be left behind,2015/01/09,IOL,KIERAN LEGG,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/news/politics/anc-breakaway-parties-won-t-last-zuma-1.1802878,ANC breakaway parties won t last - Zuma,2015/01/08,IOL,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.citypress.co.za/news/zuma-ancestors-turn-backs-anc-deserters,Zuma: Ancestors desert ANC renegades,2015/01/08,City Press,,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://citizen.co.za/303897/anc-breakaway-parties-wont-last-zuma/,ANC breakaway parties won't last Zuma,2015/01/08,The Citizen,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.enca.com/south-africa/zuma-says-anc-breakaway-parties-wont-last,Zuma says ANC breakaway parties won't last,2015/01/08,eNCA Online,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.citypress.co.za/politics/zuma-da-withholds-services-refugees,Zuma: DA withholds services from refugees,2015/01/07,City Press,Andisiwe Makinana,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://mg.co.za/article/2015-01-07-disgruntled-residents-unmoved-by-zumas-party-invitation,Disgruntled residents unmoved by Zuma's party invitation,2015/01/07,M&G,Thulani Gqirana,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
"http://www.sabc.co.za/news/a/5e2ee00046d9d1c1a30bff8a9ed13f36/Zuma,-Ramaphosa-on-a-charm-offensive-in-W-Cape","Zuma, Ramaphosa on a charm offensive in W Cape",2015/01/07,SABC News,SABC,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
"http://www.sabc.co.za/news/a/5e2ee00046d9d1c1a30bff8a9ed13f36/Zuma,-Ramaphosa-on-a-charm-offensive-in-W-Cape-20150701","Zuma, Ramaphosa on a charm offensive in W Cape",2015/01/07,SABC News,SABC,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.citypress.co.za/news/zuma-goes-door-door-cape-town,Zuma goes door to door in Cape Town,2015/01/06,City Press,,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/zuma-goes-door-to-door-in-cape-town-1.1801851,Zuma goes door-to-door in Cape Town,2015/01/06,IOL,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.enca.com/south-africa/zuma-congratulates-matrics-concerned-cheating-allegations,"Zuma congratulates Matrics, concerned by cheating allegations",2015/01/06,eNCA Online,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://mg.co.za/article/2015-01-06-zuma-pays-cape-town-homes-a-visit,Zuma pays CT homes a visit ahead of ANC's birthday,2015/01/06,M&G,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.news24.com/SouthAfrica/News/Zuma-congratulates-matrics-of-2014-20150106,Zuma congratulates matrics of 2014,2015/01/06,News24,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.news24.com/SouthAfrica/News/ANC-must-take-back-Cape-Zuma-20150106,ANC must take back Cape - Zuma,2015/01/06,News24,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.citypress.co.za/politics/da-govt-cares-white-communities-zuma,DA govt only cares about white communities Zuma,2015/01/06,City Press,,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://mg.co.za/article/2015-01-06-the-anc-gears-up-to-win-over-the-western-cape,The ANC gears up to win over the Western Cape,2015/01/06,M&G,Thulani Gqirana,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.iol.co.za/news/politics/zuma-goes-door-to-door-in-cape-town-1.1801851,Zuma goes door-to-door in Cape Town,2015/01/06,IOL,Sapa,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.enca.com/south-africa/zuma-makes-house-calls-cape-town,Zuma makes house calls in Cape Town,2015/01/06,eNCA Online,Unknown,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
http://www.citypress.co.za/news/headlines-wont-see-2015,Headlines you won't see in 2015,2015/01/05,City Press,Mondli Makhanya,Jacob Zuma,Male,Black,Presidency,1.1,National Government,1
